,Invoice_No.,Date,Model_ID,Model_x,Region,Make,Model_y,Variant,Ex-Showroom_Price,Displacement,Emission_Norm,Fuel_Type,Body_Type,City_Mileage,Highway_Mileage,Power,Torque,Odometer,Speedometer,Doors
1710,5408,2021-10-21,1374,Jaguar Xj 50,Tamil Nadu,Jaguar,Xj,50,"Rs. 1,11,29,599",2993 cc,BS IV,Diesel,Sedan,9.5 km/litre,10.5 km/litre,302bhp@4000RPM,689Nm@1800rpm,Digital,Analog,4.0
1711,2887,2021-11-16,1374,Jaguar Xj 50,Rajasthan,Jaguar,Xj,50,"Rs. 1,11,29,599",2993 cc,BS IV,Diesel,Sedan,9.5 km/litre,10.5 km/litre,302bhp@4000RPM,689Nm@1800rpm,Digital,Analog,4.0
1712,4711,2021-02-07,1320,Toyota Innova Crysta 2.7 Vx 7 Str,Tamil Nadu,Toyota,Innova Crysta,2.7 Vx 7 Str,"Rs. 18,07,000",2393 cc,BS IV,Petrol,MUV,11.2 km/litre,,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,5.0
1713,4395,2021-04-08,1320,Toyota Innova Crysta 2.7 Vx 7 Str,Tamil Nadu,Toyota,Innova Crysta,2.7 Vx 7 Str,"Rs. 18,07,000",2393 cc,BS IV,Petrol,MUV,11.2 km/litre,,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,5.0
1714,3938,2021-07-10,1320,Toyota Innova Crysta 2.7 Vx 7 Str,Karnataka,Toyota,Innova Crysta,2.7 Vx 7 Str,"Rs. 18,07,000",2393 cc,BS IV,Petrol,MUV,11.2 km/litre,,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,5.0
1715,4424,2021-07-13,1320,Toyota Innova Crysta 2.7 Vx 7 Str,Karnataka,Toyota,Innova Crysta,2.7 Vx 7 Str,"Rs. 18,07,000",2393 cc,BS IV,Petrol,MUV,11.2 km/litre,,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,5.0
1716,3485,2021-09-23,1320,Toyota Innova Crysta 2.7 Vx 7 Str,Uttar Pradesh,Toyota,Innova Crysta,2.7 Vx 7 Str,"Rs. 18,07,000",2393 cc,BS IV,Petrol,MUV,11.2 km/litre,,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,5.0
1717,3549,2021-11-13,1320,Toyota Innova Crysta 2.7 Vx 7 Str,Haryana,Toyota,Innova Crysta,2.7 Vx 7 Str,"Rs. 18,07,000",2393 cc,BS IV,Petrol,MUV,11.2 km/litre,,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,5.0
1718,4618,2021-12-13,1320,Toyota Innova Crysta 2.7 Vx 7 Str,Delhi,Toyota,Innova Crysta,2.7 Vx 7 Str,"Rs. 18,07,000",2393 cc,BS IV,Petrol,MUV,11.2 km/litre,,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,5.0
1719,5154,2021-02-07,1500,Tata Harrier Revotorq Xz,West Bengal,Tata,Harrier,Revotorq Xz,"Rs. 17,21,368",1956 cc,BS 6,Diesel,Hatchback,,,140PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,5.0
1720,4591,2021-04-17,1500,Tata Harrier Revotorq Xz,Madhya Pradesh,Tata,Harrier,Revotorq Xz,"Rs. 17,21,368",1956 cc,BS 6,Diesel,Hatchback,,,140PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,5.0
1721,5338,2021-04-26,1500,Tata Harrier Revotorq Xz,Delhi,Tata,Harrier,Revotorq Xz,"Rs. 17,21,368",1956 cc,BS 6,Diesel,Hatchback,,,140PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,5.0
1722,2759,2021-05-07,1500,Tata Harrier Revotorq Xz,Maharashtra,Tata,Harrier,Revotorq Xz,"Rs. 17,21,368",1956 cc,BS 6,Diesel,Hatchback,,,140PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,5.0
1723,3157,2021-06-15,1500,Tata Harrier Revotorq Xz,Karnataka,Tata,Harrier,Revotorq Xz,"Rs. 17,21,368",1956 cc,BS 6,Diesel,Hatchback,,,140PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,5.0
1724,4022,2021-08-31,1500,Tata Harrier Revotorq Xz,Karnataka,Tata,Harrier,Revotorq Xz,"Rs. 17,21,368",1956 cc,BS 6,Diesel,Hatchback,,,140PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,5.0
1725,5082,2021-09-08,1500,Tata Harrier Revotorq Xz,Haryana,Tata,Harrier,Revotorq Xz,"Rs. 17,21,368",1956 cc,BS 6,Diesel,Hatchback,,,140PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,5.0
1726,4166,2021-11-11,1500,Tata Harrier Revotorq Xz,Tamil Nadu,Tata,Harrier,Revotorq Xz,"Rs. 17,21,368",1956 cc,BS 6,Diesel,Hatchback,,,140PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,5.0
1727,4827,2021-11-27,1500,Tata Harrier Revotorq Xz,Delhi,Tata,Harrier,Revotorq Xz,"Rs. 17,21,368",1956 cc,BS 6,Diesel,Hatchback,,,140PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,5.0
1728,2708,2021-02-07,1310,Tata Hexa Xm 4X2,Delhi,Tata,Hexa,Xm 4X2,"Rs. 15,31,377",2179 cc,BS IV,Diesel,SUV,14 km/litre,17.6 km/litre,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,5.0
1729,3401,2021-02-16,1310,Tata Hexa Xm 4X2,Delhi,Tata,Hexa,Xm 4X2,"Rs. 15,31,377",2179 cc,BS IV,Diesel,SUV,14 km/litre,17.6 km/litre,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,5.0
1730,2932,2021-02-16,1310,Tata Hexa Xm 4X2,Karnataka,Tata,Hexa,Xm 4X2,"Rs. 15,31,377",2179 cc,BS IV,Diesel,SUV,14 km/litre,17.6 km/litre,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,5.0
1731,5415,2021-04-14,1310,Tata Hexa Xm 4X2,Rajasthan,Tata,Hexa,Xm 4X2,"Rs. 15,31,377",2179 cc,BS IV,Diesel,SUV,14 km/litre,17.6 km/litre,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,5.0
1732,2516,2021-05-30,1310,Tata Hexa Xm 4X2,West Bengal,Tata,Hexa,Xm 4X2,"Rs. 15,31,377",2179 cc,BS IV,Diesel,SUV,14 km/litre,17.6 km/litre,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,5.0
1733,2813,2021-07-13,1310,Tata Hexa Xm 4X2,Delhi,Tata,Hexa,Xm 4X2,"Rs. 15,31,377",2179 cc,BS IV,Diesel,SUV,14 km/litre,17.6 km/litre,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,5.0
1734,4913,2021-08-06,1310,Tata Hexa Xm 4X2,Rajasthan,Tata,Hexa,Xm 4X2,"Rs. 15,31,377",2179 cc,BS IV,Diesel,SUV,14 km/litre,17.6 km/litre,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,5.0
1735,4467,2021-11-13,1310,Tata Hexa Xm 4X2,Rajasthan,Tata,Hexa,Xm 4X2,"Rs. 15,31,377",2179 cc,BS IV,Diesel,SUV,14 km/litre,17.6 km/litre,156PS@4000rpm,400Nm@1700-2700rpm,Digital,Analog,5.0
1736,4757,2021-02-08,1242,Tata Nexon Xza Plus (O) Dual Tone,Maharashtra,Tata,Nexon,Xza Plus (O) Dual Tone,"Rs. 11,20,000",1198 cc,BS 6,Petrol,SUV,,,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,5.0
1737,5189,2021-05-12,1242,Tata Nexon Xza Plus (O) Dual Tone,Haryana,Tata,Nexon,Xza Plus (O) Dual Tone,"Rs. 11,20,000",1198 cc,BS 6,Petrol,SUV,,,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,5.0
1738,5164,2021-07-02,1242,Tata Nexon Xza Plus (O) Dual Tone,Haryana,Tata,Nexon,Xza Plus (O) Dual Tone,"Rs. 11,20,000",1198 cc,BS 6,Petrol,SUV,,,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,5.0
1739,3847,2021-08-19,1242,Tata Nexon Xza Plus (O) Dual Tone,Maharashtra,Tata,Nexon,Xza Plus (O) Dual Tone,"Rs. 11,20,000",1198 cc,BS 6,Petrol,SUV,,,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,5.0
1740,3569,2021-11-17,1242,Tata Nexon Xza Plus (O) Dual Tone,Andhra Pradesh,Tata,Nexon,Xza Plus (O) Dual Tone,"Rs. 11,20,000",1198 cc,BS 6,Petrol,SUV,,,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,5.0
1741,4250,2021-12-03,1242,Tata Nexon Xza Plus (O) Dual Tone,Maharashtra,Tata,Nexon,Xza Plus (O) Dual Tone,"Rs. 11,20,000",1198 cc,BS 6,Petrol,SUV,,,110PS@5000rpm,170Nm@1500-2750rpm,Analog,Analog,5.0
1742,4164,2021-02-08,1327,Toyota Innova Crysta 2.4 G Plus 8 Str,Uttar Pradesh,Toyota,Innova Crysta,2.4 G Plus 8 Str,"Rs. 15,87,000",2393 cc,BS VI,Diesel,MUV,12 km/litre,,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,5.0
1743,4577,2021-03-05,1327,Toyota Innova Crysta 2.4 G Plus 8 Str,Madhya Pradesh,Toyota,Innova Crysta,2.4 G Plus 8 Str,"Rs. 15,87,000",2393 cc,BS VI,Diesel,MUV,12 km/litre,,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,5.0
1744,4213,2021-03-07,1327,Toyota Innova Crysta 2.4 G Plus 8 Str,Karnataka,Toyota,Innova Crysta,2.4 G Plus 8 Str,"Rs. 15,87,000",2393 cc,BS VI,Diesel,MUV,12 km/litre,,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,5.0
1745,4348,2021-05-06,1327,Toyota Innova Crysta 2.4 G Plus 8 Str,Tamil Nadu,Toyota,Innova Crysta,2.4 G Plus 8 Str,"Rs. 15,87,000",2393 cc,BS VI,Diesel,MUV,12 km/litre,,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,5.0
1746,4364,2021-07-22,1327,Toyota Innova Crysta 2.4 G Plus 8 Str,Delhi,Toyota,Innova Crysta,2.4 G Plus 8 Str,"Rs. 15,87,000",2393 cc,BS VI,Diesel,MUV,12 km/litre,,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,5.0
1747,5029,2021-09-09,1327,Toyota Innova Crysta 2.4 G Plus 8 Str,Maharashtra,Toyota,Innova Crysta,2.4 G Plus 8 Str,"Rs. 15,87,000",2393 cc,BS VI,Diesel,MUV,12 km/litre,,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,5.0
1748,2776,2021-09-18,1327,Toyota Innova Crysta 2.4 G Plus 8 Str,Haryana,Toyota,Innova Crysta,2.4 G Plus 8 Str,"Rs. 15,87,000",2393 cc,BS VI,Diesel,MUV,12 km/litre,,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,5.0
1749,5439,2021-12-21,1327,Toyota Innova Crysta 2.4 G Plus 8 Str,Assam,Toyota,Innova Crysta,2.4 G Plus 8 Str,"Rs. 15,87,000",2393 cc,BS VI,Diesel,MUV,12 km/litre,,150PS@3400rpm,343Nm@1400-2800rpm,Digital,Analog,5.0
1750,4548,2021-02-08,1351,Bmw X1 Sdrive20D M Sport,Haryana,Bmw,X1,Sdrive20D M Sport,"Rs. 42,40,000",1995 cc,BS IV,Diesel,SUV,,,187bhp@4000rpm,400Nm@1750-2500rpm,Digital,Analog,5.0
1751,4318,2021-02-15,1351,Bmw X1 Sdrive20D M Sport,Madhya Pradesh,Bmw,X1,Sdrive20D M Sport,"Rs. 42,40,000",1995 cc,BS IV,Diesel,SUV,,,187bhp@4000rpm,400Nm@1750-2500rpm,Digital,Analog,5.0
1752,4961,2021-04-07,1351,Bmw X1 Sdrive20D M Sport,Rajasthan,Bmw,X1,Sdrive20D M Sport,"Rs. 42,40,000",1995 cc,BS IV,Diesel,SUV,,,187bhp@4000rpm,400Nm@1750-2500rpm,Digital,Analog,5.0
1753,3467,2021-07-26,1351,Bmw X1 Sdrive20D M Sport,Haryana,Bmw,X1,Sdrive20D M Sport,"Rs. 42,40,000",1995 cc,BS IV,Diesel,SUV,,,187bhp@4000rpm,400Nm@1750-2500rpm,Digital,Analog,5.0
1754,4445,2021-09-14,1351,Bmw X1 Sdrive20D M Sport,Maharashtra,Bmw,X1,Sdrive20D M Sport,"Rs. 42,40,000",1995 cc,BS IV,Diesel,SUV,,,187bhp@4000rpm,400Nm@1750-2500rpm,Digital,Analog,5.0
1755,5129,2021-09-23,1351,Bmw X1 Sdrive20D M Sport,Delhi,Bmw,X1,Sdrive20D M Sport,"Rs. 42,40,000",1995 cc,BS IV,Diesel,SUV,,,187bhp@4000rpm,400Nm@1750-2500rpm,Digital,Analog,5.0
1756,3004,2021-11-11,1351,Bmw X1 Sdrive20D M Sport,Bihar,Bmw,X1,Sdrive20D M Sport,"Rs. 42,40,000",1995 cc,BS IV,Diesel,SUV,,,187bhp@4000rpm,400Nm@1750-2500rpm,Digital,Analog,5.0
1757,4672,2021-12-17,1351,Bmw X1 Sdrive20D M Sport,Tamil Nadu,Bmw,X1,Sdrive20D M Sport,"Rs. 42,40,000",1995 cc,BS IV,Diesel,SUV,,,187bhp@4000rpm,400Nm@1750-2500rpm,Digital,Analog,5.0
1758,4443,2021-02-08,1400,Maruti Suzuki Ertiga Vxi At,Maharashtra,Maruti Suzuki,Ertiga,Vxi At,"Rs. 9,36,000",1462 cc,BS 6,Petrol,MUV,,,103Bhp@6000rpm,130Nm@4400rpm,Digital,Analog,5.0
1759,2957,2021-04-15,1400,Maruti Suzuki Ertiga Vxi At,Madhya Pradesh,Maruti Suzuki,Ertiga,Vxi At,"Rs. 9,36,000",1462 cc,BS 6,Petrol,MUV,,,103Bhp@6000rpm,130Nm@4400rpm,Digital,Analog,5.0
1760,2593,2021-05-12,1400,Maruti Suzuki Ertiga Vxi At,Maharashtra,Maruti Suzuki,Ertiga,Vxi At,"Rs. 9,36,000",1462 cc,BS 6,Petrol,MUV,,,103Bhp@6000rpm,130Nm@4400rpm,Digital,Analog,5.0
1761,4781,2021-05-31,1400,Maruti Suzuki Ertiga Vxi At,Karnataka,Maruti Suzuki,Ertiga,Vxi At,"Rs. 9,36,000",1462 cc,BS 6,Petrol,MUV,,,103Bhp@6000rpm,130Nm@4400rpm,Digital,Analog,5.0
1762,5122,2021-06-01,1400,Maruti Suzuki Ertiga Vxi At,Rajasthan,Maruti Suzuki,Ertiga,Vxi At,"Rs. 9,36,000",1462 cc,BS 6,Petrol,MUV,,,103Bhp@6000rpm,130Nm@4400rpm,Digital,Analog,5.0
1763,4483,2021-06-11,1400,Maruti Suzuki Ertiga Vxi At,West Bengal,Maruti Suzuki,Ertiga,Vxi At,"Rs. 9,36,000",1462 cc,BS 6,Petrol,MUV,,,103Bhp@6000rpm,130Nm@4400rpm,Digital,Analog,5.0
1764,2584,2021-11-29,1400,Maruti Suzuki Ertiga Vxi At,Rajasthan,Maruti Suzuki,Ertiga,Vxi At,"Rs. 9,36,000",1462 cc,BS 6,Petrol,MUV,,,103Bhp@6000rpm,130Nm@4400rpm,Digital,Analog,5.0
1765,4999,2021-02-08,1415,Renault Captur Platine Diesel Dual Tone,Delhi,Renault,Captur,Platine Diesel Dual Tone,"Rs. 12,99,999",1461 cc,BS IV,Diesel,SUV,,,110PS@3850rpm,240Nm@1750rpm,Digital,Digital,5.0
1766,4029,2021-04-15,1415,Renault Captur Platine Diesel Dual Tone,Tamil Nadu,Renault,Captur,Platine Diesel Dual Tone,"Rs. 12,99,999",1461 cc,BS IV,Diesel,SUV,,,110PS@3850rpm,240Nm@1750rpm,Digital,Digital,5.0
1767,2881,2021-04-26,1415,Renault Captur Platine Diesel Dual Tone,Delhi,Renault,Captur,Platine Diesel Dual Tone,"Rs. 12,99,999",1461 cc,BS IV,Diesel,SUV,,,110PS@3850rpm,240Nm@1750rpm,Digital,Digital,5.0
1768,3869,2021-06-06,1415,Renault Captur Platine Diesel Dual Tone,Andhra Pradesh,Renault,Captur,Platine Diesel Dual Tone,"Rs. 12,99,999",1461 cc,BS IV,Diesel,SUV,,,110PS@3850rpm,240Nm@1750rpm,Digital,Digital,5.0
1769,3327,2021-09-12,1415,Renault Captur Platine Diesel Dual Tone,Bihar,Renault,Captur,Platine Diesel Dual Tone,"Rs. 12,99,999",1461 cc,BS IV,Diesel,SUV,,,110PS@3850rpm,240Nm@1750rpm,Digital,Digital,5.0
1770,2637,2021-10-09,1415,Renault Captur Platine Diesel Dual Tone,Madhya Pradesh,Renault,Captur,Platine Diesel Dual Tone,"Rs. 12,99,999",1461 cc,BS IV,Diesel,SUV,,,110PS@3850rpm,240Nm@1750rpm,Digital,Digital,5.0
1771,4876,2021-10-24,1415,Renault Captur Platine Diesel Dual Tone,Uttar Pradesh,Renault,Captur,Platine Diesel Dual Tone,"Rs. 12,99,999",1461 cc,BS IV,Diesel,SUV,,,110PS@3850rpm,240Nm@1750rpm,Digital,Digital,5.0
1772,4359,2021-10-28,1415,Renault Captur Platine Diesel Dual Tone,Tamil Nadu,Renault,Captur,Platine Diesel Dual Tone,"Rs. 12,99,999",1461 cc,BS IV,Diesel,SUV,,,110PS@3850rpm,240Nm@1750rpm,Digital,Digital,5.0
1773,4611,2021-11-27,1415,Renault Captur Platine Diesel Dual Tone,Haryana,Renault,Captur,Platine Diesel Dual Tone,"Rs. 12,99,999",1461 cc,BS IV,Diesel,SUV,,,110PS@3850rpm,240Nm@1750rpm,Digital,Digital,5.0
1774,4509,2021-02-08,1423,Kia Seltos Htk 1.5 Diesel,Andhra Pradesh,Kia,Seltos,Htk 1.5 Diesel,"Rs. 11,54,000",1493 cc,BS 6,Diesel,SUV,,,115PS@4000RPM,250Nm@1500-2750rpm,Digital,Analog,5.0
1775,4794,2021-03-10,1423,Kia Seltos Htk 1.5 Diesel,Delhi,Kia,Seltos,Htk 1.5 Diesel,"Rs. 11,54,000",1493 cc,BS 6,Diesel,SUV,,,115PS@4000RPM,250Nm@1500-2750rpm,Digital,Analog,5.0
1776,4638,2021-05-07,1423,Kia Seltos Htk 1.5 Diesel,Andhra Pradesh,Kia,Seltos,Htk 1.5 Diesel,"Rs. 11,54,000",1493 cc,BS 6,Diesel,SUV,,,115PS@4000RPM,250Nm@1500-2750rpm,Digital,Analog,5.0
1777,4814,2021-05-24,1423,Kia Seltos Htk 1.5 Diesel,Assam,Kia,Seltos,Htk 1.5 Diesel,"Rs. 11,54,000",1493 cc,BS 6,Diesel,SUV,,,115PS@4000RPM,250Nm@1500-2750rpm,Digital,Analog,5.0
1778,4810,2021-07-15,1423,Kia Seltos Htk 1.5 Diesel,Haryana,Kia,Seltos,Htk 1.5 Diesel,"Rs. 11,54,000",1493 cc,BS 6,Diesel,SUV,,,115PS@4000RPM,250Nm@1500-2750rpm,Digital,Analog,5.0
1779,5031,2021-09-28,1423,Kia Seltos Htk 1.5 Diesel,Tamil Nadu,Kia,Seltos,Htk 1.5 Diesel,"Rs. 11,54,000",1493 cc,BS 6,Diesel,SUV,,,115PS@4000RPM,250Nm@1500-2750rpm,Digital,Analog,5.0
1780,3674,2021-10-16,1423,Kia Seltos Htk 1.5 Diesel,Delhi,Kia,Seltos,Htk 1.5 Diesel,"Rs. 11,54,000",1493 cc,BS 6,Diesel,SUV,,,115PS@4000RPM,250Nm@1500-2750rpm,Digital,Analog,5.0
1781,4916,2021-10-30,1423,Kia Seltos Htk 1.5 Diesel,Andhra Pradesh,Kia,Seltos,Htk 1.5 Diesel,"Rs. 11,54,000",1493 cc,BS 6,Diesel,SUV,,,115PS@4000RPM,250Nm@1500-2750rpm,Digital,Analog,5.0
1782,2768,2021-12-02,1423,Kia Seltos Htk 1.5 Diesel,Haryana,Kia,Seltos,Htk 1.5 Diesel,"Rs. 11,54,000",1493 cc,BS 6,Diesel,SUV,,,115PS@4000RPM,250Nm@1500-2750rpm,Digital,Analog,5.0
1783,3465,2021-02-09,1476,Maruti Suzuki Ciaz 1.3L Sigma Smart Hybrid,Uttar Pradesh,Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,"Rs. 9,19,689",1248 cc,BS IV,Diesel,Sedan,28.09 km/litre,,89Bhp@4000RPM,200Nm@1750rpm,Digital,Analog,4.0
1784,4018,2021-02-23,1476,Maruti Suzuki Ciaz 1.3L Sigma Smart Hybrid,Karnataka,Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,"Rs. 9,19,689",1248 cc,BS IV,Diesel,Sedan,28.09 km/litre,,89Bhp@4000RPM,200Nm@1750rpm,Digital,Analog,4.0
1785,5351,2021-04-20,1476,Maruti Suzuki Ciaz 1.3L Sigma Smart Hybrid,Tamil Nadu,Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,"Rs. 9,19,689",1248 cc,BS IV,Diesel,Sedan,28.09 km/litre,,89Bhp@4000RPM,200Nm@1750rpm,Digital,Analog,4.0
1786,4867,2021-06-09,1476,Maruti Suzuki Ciaz 1.3L Sigma Smart Hybrid,West Bengal,Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,"Rs. 9,19,689",1248 cc,BS IV,Diesel,Sedan,28.09 km/litre,,89Bhp@4000RPM,200Nm@1750rpm,Digital,Analog,4.0
1787,2714,2021-07-23,1476,Maruti Suzuki Ciaz 1.3L Sigma Smart Hybrid,Madhya Pradesh,Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,"Rs. 9,19,689",1248 cc,BS IV,Diesel,Sedan,28.09 km/litre,,89Bhp@4000RPM,200Nm@1750rpm,Digital,Analog,4.0
1788,4088,2021-07-30,1476,Maruti Suzuki Ciaz 1.3L Sigma Smart Hybrid,Assam,Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,"Rs. 9,19,689",1248 cc,BS IV,Diesel,Sedan,28.09 km/litre,,89Bhp@4000RPM,200Nm@1750rpm,Digital,Analog,4.0
1789,4912,2021-08-15,1476,Maruti Suzuki Ciaz 1.3L Sigma Smart Hybrid,Karnataka,Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,"Rs. 9,19,689",1248 cc,BS IV,Diesel,Sedan,28.09 km/litre,,89Bhp@4000RPM,200Nm@1750rpm,Digital,Analog,4.0
1790,4767,2021-11-04,1476,Maruti Suzuki Ciaz 1.3L Sigma Smart Hybrid,Uttar Pradesh,Maruti Suzuki,Ciaz,1.3L Sigma Smart Hybrid,"Rs. 9,19,689",1248 cc,BS IV,Diesel,Sedan,28.09 km/litre,,89Bhp@4000RPM,200Nm@1750rpm,Digital,Analog,4.0
1791,2565,2021-02-09,1322,Toyota Innova Crysta 2.7 Gx Mt 8 Str,Uttar Pradesh,Toyota,Innova Crysta,2.7 Gx Mt 8 Str,"Rs. 14,98,000",2755 cc,BS VI,Petrol,MUV,11.2 km/litre,,174PS@3400rpm,360Nm@1200-3400rpm,Digital,Analog,5.0
1792,3173,2021-05-30,1322,Toyota Innova Crysta 2.7 Gx Mt 8 Str,Haryana,Toyota,Innova Crysta,2.7 Gx Mt 8 Str,"Rs. 14,98,000",2755 cc,BS VI,Petrol,MUV,11.2 km/litre,,174PS@3400rpm,360Nm@1200-3400rpm,Digital,Analog,5.0
1793,2821,2021-06-16,1322,Toyota Innova Crysta 2.7 Gx Mt 8 Str,Uttar Pradesh,Toyota,Innova Crysta,2.7 Gx Mt 8 Str,"Rs. 14,98,000",2755 cc,BS VI,Petrol,MUV,11.2 km/litre,,174PS@3400rpm,360Nm@1200-3400rpm,Digital,Analog,5.0
1794,5211,2021-08-16,1322,Toyota Innova Crysta 2.7 Gx Mt 8 Str,Haryana,Toyota,Innova Crysta,2.7 Gx Mt 8 Str,"Rs. 14,98,000",2755 cc,BS VI,Petrol,MUV,11.2 km/litre,,174PS@3400rpm,360Nm@1200-3400rpm,Digital,Analog,5.0
1795,5180,2021-10-29,1322,Toyota Innova Crysta 2.7 Gx Mt 8 Str,Rajasthan,Toyota,Innova Crysta,2.7 Gx Mt 8 Str,"Rs. 14,98,000",2755 cc,BS VI,Petrol,MUV,11.2 km/litre,,174PS@3400rpm,360Nm@1200-3400rpm,Digital,Analog,5.0
1796,2563,2021-02-09,1114,Toyota Glanza G Cvt,Andhra Pradesh,Toyota,Glanza,G Cvt,"Rs. 8,29,900",1197 cc,BS 6,Petrol,Hatchback,,,82PS@6000 rpm,113Nm@4200 rpm,Digital,Digital,5.0
1797,2724,2021-03-26,1114,Toyota Glanza G Cvt,Delhi,Toyota,Glanza,G Cvt,"Rs. 8,29,900",1197 cc,BS 6,Petrol,Hatchback,,,82PS@6000 rpm,113Nm@4200 rpm,Digital,Digital,5.0
1798,2749,2021-05-10,1114,Toyota Glanza G Cvt,Madhya Pradesh,Toyota,Glanza,G Cvt,"Rs. 8,29,900",1197 cc,BS 6,Petrol,Hatchback,,,82PS@6000 rpm,113Nm@4200 rpm,Digital,Digital,5.0
1799,3193,2021-07-23,1114,Toyota Glanza G Cvt,Andhra Pradesh,Toyota,Glanza,G Cvt,"Rs. 8,29,900",1197 cc,BS 6,Petrol,Hatchback,,,82PS@6000 rpm,113Nm@4200 rpm,Digital,Digital,5.0
1800,5173,2021-07-24,1114,Toyota Glanza G Cvt,West Bengal,Toyota,Glanza,G Cvt,"Rs. 8,29,900",1197 cc,BS 6,Petrol,Hatchback,,,82PS@6000 rpm,113Nm@4200 rpm,Digital,Digital,5.0
1801,3304,2021-02-09,1152,Jeep Grand Cherokee Limited,Rajasthan,Jeep,Grand Cherokee,Limited,"Rs. 78,82,867",2987 cc,BS IV,Diesel,SUV,12.8 km/litre,,240PS@3600rpm,570Nm@2000rpm,Digital,Analog,5.0
1802,5405,2021-04-01,1152,Jeep Grand Cherokee Limited,Karnataka,Jeep,Grand Cherokee,Limited,"Rs. 78,82,867",2987 cc,BS IV,Diesel,SUV,12.8 km/litre,,240PS@3600rpm,570Nm@2000rpm,Digital,Analog,5.0
1803,4383,2021-04-12,1152,Jeep Grand Cherokee Limited,Karnataka,Jeep,Grand Cherokee,Limited,"Rs. 78,82,867",2987 cc,BS IV,Diesel,SUV,12.8 km/litre,,240PS@3600rpm,570Nm@2000rpm,Digital,Analog,5.0
1804,5412,2021-08-07,1152,Jeep Grand Cherokee Limited,Maharashtra,Jeep,Grand Cherokee,Limited,"Rs. 78,82,867",2987 cc,BS IV,Diesel,SUV,12.8 km/litre,,240PS@3600rpm,570Nm@2000rpm,Digital,Analog,5.0
1805,5296,2021-10-18,1152,Jeep Grand Cherokee Limited,Haryana,Jeep,Grand Cherokee,Limited,"Rs. 78,82,867",2987 cc,BS IV,Diesel,SUV,12.8 km/litre,,240PS@3600rpm,570Nm@2000rpm,Digital,Analog,5.0
1806,5343,2021-02-09,1298,Tata Tigor Ev Xt+,Madhya Pradesh,Tata,Tigor Ev,Xt+,"Rs. 9,75,868",,BS VI,Electric,Sedan,,,41.5PS@4500rpm,105Nm@2500RPM,Digital,Yes,5.0
1807,2689,2021-04-24,1298,Tata Tigor Ev Xt+,Madhya Pradesh,Tata,Tigor Ev,Xt+,"Rs. 9,75,868",,BS VI,Electric,Sedan,,,41.5PS@4500rpm,105Nm@2500RPM,Digital,Yes,5.0
1808,3350,2021-06-12,1298,Tata Tigor Ev Xt+,Uttar Pradesh,Tata,Tigor Ev,Xt+,"Rs. 9,75,868",,BS VI,Electric,Sedan,,,41.5PS@4500rpm,105Nm@2500RPM,Digital,Yes,5.0
